pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,intervention_rate,comparator_rate,source_file
5459456,inflexion-extension for the C2-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,6.25,0.9,6.5,0.9,,,5459456_zeroshot.jsonl
5459456,inflexion-extension for the C2-C4 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,4.0,0.5,4.0,0.6,,,5459456_zeroshot.jsonl
5459456,inflexion-extension for the C4-C5 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,1.45,0.3,1.3,0.2,,,5459456_zeroshot.jsonl
5459456,inflexion-extension for the C5-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,1.35,0.15,1.4,0.2,,,5459456_zeroshot.jsonl
5459456,lateral bending for the C2-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,9.15,1.2,9.6,1.1,,,5459456_zeroshot.jsonl
5459456,lateral bending for the C2-C4 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,5.7,0.65,5.9,0.7,,,5459456_zeroshot.jsonl
5459456,lateral bending for the C4-C5 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,2.0,0.35,1.8,0.2,,,5459456_zeroshot.jsonl
5459456,lateral bending for the C5-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,16.0,,8.0,2.05,0.35,2.0,0.3,,,5459456_zeroshot.jsonl
5459456,surgery time,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,67.5,13.5,65.0,13.0,,,5459456_zeroshot.jsonl
5459456,blood loss,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,55.5,18.5,51.0,20.0,,,5459456_zeroshot.jsonl
5459456,recovery time,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,3.85,1.85,3.5,1.4,,,5459456_zeroshot.jsonl
5459456,time before eating,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,4.5,2.0,3.9,2.3,,,5459456_zeroshot.jsonl
5459456,Flexion-Extension stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,0.315,0.09,7.2,1.33,,,5459456_zeroshot.jsonl
5459456,Lateral bending stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,0.05,0.015,2.53,0.67,,,5459456_zeroshot.jsonl
5459456,Rotation stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,16.0,,8.0,0.02,0.0,1.53,0.42,,,5459456_zeroshot.jsonl
5459456,new bone formation around the screws and bone-implant contact (BIC) in both sections,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating,ACVC,continuous,,8.0,,8.0,,,,,,,5459456_zeroshot.jsonl
547916,matrix metalloproteinase-9 (MMP-9),doxycycline (100 mg),placebo,continuous,,10.0,,4.0,2.18,1.94,3.26,3.58,,,547916_zeroshot.jsonl
5498715,Scores of external regulation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,0.43,1.04,1.19,1.37,,,5498715_zeroshot.jsonl
5498715,Scores of amotivation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,0.06,0.36,0.58,0.92,,,5498715_zeroshot.jsonl
5498715,Body mass index,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,25.32,3.05,26.59,3.53,,,5498715_zeroshot.jsonl
5498715,Sedentary behavior,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,4.26,1.76,5.91,2.21,,,5498715_zeroshot.jsonl
5498715,agility test,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,13.21,1.44,13.8,1.14,,,5498715_zeroshot.jsonl
5498715,Physical activity,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,854.0,271.6,470.0,80.46,,,5498715_zeroshot.jsonl
5498715,physical fitness - flexibility,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,35.53,5.87,26.83,5.47,,,5498715_zeroshot.jsonl
5498715,physical fitness - muscular endurance,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,17.83,2.7,12.48,2.9,,,5498715_zeroshot.jsonl
5498715,physical fitness - agility,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,13.21,1.44,13.8,1.14,,,5498715_zeroshot.jsonl
5498715,physical fitness - cardiorespiratory endurance,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,39.1,2.76,37.99,2.14,,,5498715_zeroshot.jsonl
5498715,Scores of intrinsic motivation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,13.5,1.79,5.51,2.39,,,5498715_zeroshot.jsonl
5498715,Scores of perception of competence,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,17.2,3.46,14.1,3.82,,,5498715_zeroshot.jsonl
5498715,Scores of perception of autonomy,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,30.4,2.83,19.85,5.24,,,5498715_zeroshot.jsonl
5498715,Scores of enjoyment,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,30.0,3.83,24.89,5.2,,,5498715_zeroshot.jsonl
5498715,Scores of health care climate,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,30.0,,31.0,83.1,1.37,69.57,1.61,,,5498715_zeroshot.jsonl
5515881,memory score,demanding balance training program,relaxation group,continuous,,19.0,,21.0,9.44,5.48,8.0,4.16,,,5515881_zeroshot.jsonl
5515881,dynamic balance performance on the stability platform,demanding balance training program,relaxation group,continuous,,19.0,,21.0,7.54,2.57,6.29,1.84,,,5515881_zeroshot.jsonl
5515881,center of pressure (CoP) sway velocity,demanding balance training program,relaxation group,continuous,,19.0,,21.0,0.63,0.11,0.67,0.18,,,5515881_zeroshot.jsonl
5515881,spatial score,demanding balance training program,relaxation group,continuous,,19.0,,21.0,0.443,0.75,0.04,0.91,,,5515881_zeroshot.jsonl
5515881,VO2peak,demanding balance training program,relaxation group,continuous,,19.0,,21.0,32.07,6.52,31.947,7.89,,,5515881_zeroshot.jsonl
5534041,composite z-scores in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.11,0.81,-0.25,0.71,,,5534041_zeroshot.jsonl
5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.11,0.81,-0.25,0.71,,,5534041_zeroshot.jsonl
5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),right dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),continuous,,12.0,,12.0,0.11,0.81,0.13,0.82,,,5534041_zeroshot.jsonl
5534041,overall working memory (WM) performance in autism spectrum disorder (ASD),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.13,0.82,-0.25,0.71,,,5534041_zeroshot.jsonl
5534041,composite z-scores in autism spectrum disorder (ASD),left dorsolateral prefrontal cortex (DLPFC) anodal transcranial direct current stimulation (tDCS),sham stimulation,continuous,,12.0,,12.0,0.13,0.82,-0.25,0.71,,,5534041_zeroshot.jsonl
5539943,reflections of sustain talk,Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5539943,"""sustain talk"" (ST)",Language Enhanced Attention and Focus MI training condition (MI-LEAF),baseline,continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5539943,"Frequency of client ""change talk"" (CT)",Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5539943,Motivational Interviewing (MI) knowledge,Language Enhanced Attention and Focus MI training condition (MI-LEAF),baseline,continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5539943,Motivational Interviewing (MI) knowledge,MI training (MI-AU),baseline,continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5539943,Motivational Interviewing (MI) knowledge,Language Enhanced Attention and Focus MI training condition (MI-LEAF),MI training (MI-AU),continuous,,,,,,,,,,,5539943_zeroshot.jsonl
5541727,Tibial bone expansion,Allogeneic mesenchymal precursor cells,Control,continuous,,9.0,,5.0,0.5,2.4,4.0,2.3,,,5541727_zeroshot.jsonl
5541727,Treatment-related serious adverse events,Allogeneic mesenchymal precursor cells,Control,binary,0.0,11.0,0.0,6.0,,,,,,,5541727_zeroshot.jsonl
5541727,medial tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,9.0,,5.0,0.7,5.9,-4.0,3.9,,,5541727_zeroshot.jsonl
5541727,lateral tibial cartilage volume loss,Allogeneic mesenchymal precursor cells,Control,continuous,,9.0,,5.0,-1.4,5.3,-2.7,4.4,,,5541727_zeroshot.jsonl
5541727,Activities of daily living,Allogeneic mesenchymal precursor cells,Control,continuous,,,,,,,,,,,5541727_zeroshot.jsonl
5541727,Symptoms,Allogeneic mesenchymal precursor cells,Control,continuous,,,,,,,,,,,5541727_zeroshot.jsonl
5541727,SF-36 bodily pain score,Allogeneic mesenchymal precursor cells,Control,continuous,,,,,,,,,,,5541727_zeroshot.jsonl
5559992,Anxiety,Buprenophine 32 mg,No treatment,continuous,,5.0,,,1.0,2.23,,,,,5559992_zeroshot.jsonl
5559992,Anxiety,Buprenophine 64 mg,No treatment,continuous,,4.0,,,1.25,2.5,,,,,5559992_zeroshot.jsonl
5559992,Anxiety,Buprenophine 96 mg,No treatment,continuous,,5.0,,,0.0,0.0,,,,,5559992_zeroshot.jsonl
5559992,Anxiety,Buprenophine 32 mg,Buprenophine 64 mg,continuous,,5.0,,4.0,1.0,2.23,1.25,2.5,,,5559992_zeroshot.jsonl
5559992,Anxiety,Buprenophine 32 mg,Buprenophine 96 mg,continuous,,5.0,,5.0,1.0,2.23,0.0,0.0,,,5559992_zeroshot.jsonl
5559992,Anxiety,Buprenophine 64 mg,Buprenophine 96 mg,continuous,,4.0,,5.0,1.25,2.5,0.0,0.0,,,5559992_zeroshot.jsonl
5571493,Glycemic level,Dw 5% with Quinine infusion,Dw 5% without Quinine infusion,continuous,,10.0,,10.0,82.0,5.0,92.0,7.0,,,5571493_zeroshot.jsonl
5571493,Glycemic level,Saline + Quinine infusion,Dw 5% + Quinine infusion,continuous,,10.0,,10.0,74.0,5.0,82.0,5.0,,,5571493_zeroshot.jsonl
5571493,Glycemic level,Saline + Quinine infusion,Saline without Quinine infusion,continuous,,10.0,,10.0,74.0,5.0,83.0,5.0,,,5571493_zeroshot.jsonl
5571493,QT interval,Saline + Quinine infusion,Saline without Quinine infusion,continuous,,,,,,,,,,,5571493_zeroshot.jsonl
5571493,QT interval,Dw 5%+ Quinine infusion,Dw 5% without Quinine infusion,continuous,,,,,,,,,,,5571493_zeroshot.jsonl
5571493,Hypoglycemia,Saline + Quinine infusion,Saline without Quinine infusion,binary,0.0,10.0,0.0,10.0,,,,,,,5571493_zeroshot.jsonl
5614421,The incidence of respiratory distress syndrome,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,42.0,402.0,41.0,388.0,,,,,,,5614421_zeroshot.jsonl
5614421,severity of any neonatal respiratory disease,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,,402.0,,388.0,,,,,,,5614421_zeroshot.jsonl
5614421,other respiratory morbidities,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,43.0,402.0,45.0,388.0,,,,,,,5614421_zeroshot.jsonl
5614421,"adverse infant outcomes, including serious infant composite outcome",vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,155.0,406.0,152.0,393.0,,,,,,,5614421_zeroshot.jsonl
5614421,side effects,vaginal progesterone pessaries (equivalent to 100 mg vaginal progesterone),placebo,binary,134.0,394.0,118.0,382.0,,,,,,,5614421_zeroshot.jsonl
5617873,Parent-rated Aberrant Behavior Checklis improvement,Aripiprazole,Placbeo,continuous,,47.0,,45.0,-11.4,,-7.5,,,,5617873_zeroshot.jsonl
5617873,Clinician-rated Clinical Global Impression-Improvement scores,Aripiprazole,Placbeo,continuous,,47.0,,45.0,2.7,,3.4,,,,5617873_zeroshot.jsonl
5617873,Serious adverse effects,Aripiprazole,Placbeo,binary,0.0,47.0,1.0,45.0,,,,,,,5617873_zeroshot.jsonl
5617873,Inappropriate speech,Aripiprazole,Placbeo,continuous,,47.0,,45.0,-2.2,,-1.5,,,,5617873_zeroshot.jsonl
5617873,Social withdrawal,Aripiprazole,Placbeo,continuous,,47.0,,45.0,-5.2,,-4.7,,,,5617873_zeroshot.jsonl
5617873,Compulsion scale,Aripiprazole,Placbeo,continuous,,47.0,,45.0,-2.0,,-1.3,,,,5617873_zeroshot.jsonl
5655920,Nausea,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,vomiting,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,Nausea,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,vomiting,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,Nausea,Lixisenatide with moderate impairment,Lixisenatide with normal renal function,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,vomiting,Lixisenatide with moderate impairment,Lixisenatide with normal renal function,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,Hypoglycaemia,Lixisenatide with normal renal function,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5655920,Hypoglycaemia,Lixisenatide with moderate impairment,Lixisenatide with mild impairment,binary,,,,,,,,,,,5655920_zeroshot.jsonl
5686687,Pain,Resveratrol,Placebo,continuous,,22.0,,22.0,3.2,,3.9,,,,5686687_zeroshot.jsonl
5686687,Need for dipyrone,Resveratrol,Placebo,continuous,,5.0,,5.0,1944.0,1793.0,625.0,250.0,,,5686687_zeroshot.jsonl
5686687,Need for Ibuprofen,Resveratrol,Placebo,continuous,,5.0,,5.0,1200.0,848.0,5640.0,328.0,,,5686687_zeroshot.jsonl
5686687,Prolactin levels,Resveratrol,Placebo,continuous,,,,,,,,,,,5686687_zeroshot.jsonl
5686687,CA-125 levels,Resveratrol,Placebo,continuous,,,,,,,,,,,5686687_zeroshot.jsonl
5711682,In-stent late lumen loss at 9 months,Genoss drug-eluting stent (DES),Promus Element,continuous,,38.0,,39.0,0.11,0.25,0.16,0.43,,,5711682_zeroshot.jsonl
5711682,myocardial infarction (MI),Genoss drug-eluting stent (DES),Promus Element,binary,0.0,38.0,0.0,39.0,,,,,,,5711682_zeroshot.jsonl
5711682,target lesion revascularization (TLR),Genoss drug-eluting stent (DES),Promus Element,binary,1.0,38.0,1.0,39.0,,,,,,,5711682_zeroshot.jsonl
5711682,stent thrombosis,Genoss drug-eluting stent (DES),Promus Element,binary,0.0,38.0,0.0,39.0,,,,,,,5711682_zeroshot.jsonl
5711682,rates of death,Genoss drug-eluting stent (DES),Promus Element,binary,1.0,38.0,0.0,39.0,,,,,,,5711682_zeroshot.jsonl
5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Duloxetine (D),continuous,,30.0,,30.0,137.06,61.3,91.7,35.5,,,5712123_zeroshot.jsonl
5712123,postoperative pain at rest,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30.0,,30.0,2.0,,3.0,,,,5712123_zeroshot.jsonl
5712123,postoperative pain on movement,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30.0,,30.0,3.0,,3.5,,,,5712123_zeroshot.jsonl
5712123,morphine requirements at 24 h,E group,P group,continuous,,30.0,,30.0,24.6,4.5,31.9,6.7,,,5712123_zeroshot.jsonl
5712123,morphine requirements at 24 h,D group,P group,continuous,,30.0,,30.0,22.6,4.1,31.9,6.7,,,5712123_zeroshot.jsonl
5712123,morphine requirements at 24 h,D/E group,P group,continuous,,30.0,,30.0,17.9,3.2,31.9,6.7,,,5712123_zeroshot.jsonl
5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Placebo group (P),continuous,,30.0,,30.0,137.06,61.3,62.03,37.2,,,5712123_zeroshot.jsonl
5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),etoricoxib (E),continuous,,30.0,,30.0,137.06,61.3,105.3,28.4,,,5712123_zeroshot.jsonl
5726464,Glucose,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,89.0,,91.0,,,,5726464_zeroshot.jsonl
5726464,insulin,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,5.4,,5.8,,,,5726464_zeroshot.jsonl
5726464,25(OH)D levels,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,52.6,,27.0,,,,5726464_zeroshot.jsonl
5726464,Lipid profile: total cholesterol,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,174.0,,170.0,,,,5726464_zeroshot.jsonl
5726464,Lipid profile: HDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,51.0,,50.0,,,,5726464_zeroshot.jsonl
5726464,Lipid profile: LDL-c,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,97.0,,93.0,,,,5726464_zeroshot.jsonl
5726464,Lipid profile: Triglycerides,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,102.0,,100.0,,,,5726464_zeroshot.jsonl
5726464,Changes in body mass index,Vitamin D plus calcium supplementation,Placebo,continuous,,79.0,,86.0,25.1,,24.1,,,,5726464_zeroshot.jsonl
5726464,Metabolic syndrome,Vitamin D plus calcium supplementation,Placebo,binary,9.0,66.0,11.0,75.0,,,,,,,5726464_zeroshot.jsonl
5771543,CGI-I response rate,fluoxetine,placebo,binary,79.0,101.0,62.0,99.0,,,,,,,5771543_zeroshot.jsonl
5771543,CGI-I response rate,desvenlafaxine,placebo,binary,68.0,99.0,62.0,99.0,,,,,,,5771543_zeroshot.jsonl
5771543,Treatment-emergent adverse events (TEAEs),desvenlafaxine,placebo,binary,69.0,115.0,79.0,112.0,,,,,,,5771543_zeroshot.jsonl
5771543,Treatment-emergent adverse events (TEAEs),fluoxetine,placebo,binary,72.0,112.0,79.0,112.0,,,,,,,5771543_zeroshot.jsonl
5773985,mean volume of both the solutions used,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,4.15,0.52,4.12,0.6,,,5773985_zeroshot.jsonl
5773985,subjective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,3.0,1.08,2.92,1.03,,,5773985_zeroshot.jsonl
5773985,objective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,7.28,1.59,7.4,1.93,,,5773985_zeroshot.jsonl
5773985,duration of surgical procedure,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,32.2,15.5,33.68,18.91,,,5773985_zeroshot.jsonl
5773985,the mean duration of postoperative analgesia,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,508.92,63.3,1840.84,819.51,,,5773985_zeroshot.jsonl
5773985,number of analgesic tablets,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,25.0,,25.0,1.64,0.99,0.8,1.08,,,5773985_zeroshot.jsonl
57750,Death or myocardial infarction,eptifibatide,placebo,binary,14.2,,15.7,,,,,,,,57750_zeroshot.jsonl
57750,Myocardial infarction,eptifibatide,placebo,binary,12.6,,13.6,,,,,,,,57750_zeroshot.jsonl
5777419,the total cultivable microbiota,probiotic,placebo,continuous,,16.0,,15.0,0.8,,0.5,,,,5777419_zeroshot.jsonl
5777419,the total cultivable microbiota,antibiotic,placebo,continuous,,16.0,,15.0,1.9,,0.5,,,,5777419_zeroshot.jsonl
5777419,attachment gain,probiotic,placebo,continuous,,16.0,,15.0,-0.4,,-0.4,,,,5777419_zeroshot.jsonl
5777419,reduction of PPD,probiotic,placebo,continuous,,16.0,,15.0,-0.5,,-0.6,,,,5777419_zeroshot.jsonl
5777419,reduction of plaque,probiotic,placebo,continuous,,16.0,,15.0,-26.4,,-28.7,,,,5777419_zeroshot.jsonl
5777419,attachment gain,antibiotic,placebo,continuous,,16.0,,15.0,-0.5,,-0.4,,,,5777419_zeroshot.jsonl
5777419,reduction of PPD,antibiotic,placebo,continuous,,16.0,,15.0,-0.6,,-0.6,,,,5777419_zeroshot.jsonl
5777419,reduction of plaque,antibiotic,placebo,continuous,,16.0,,15.0,-26.8,,-28.7,,,,5777419_zeroshot.jsonl
5777645,HbA1c levels,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,-1.05,2.0,-0.15,1.7,,,5777645_zeroshot.jsonl
5777645,Mean BMI change,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,-1.65,2.5,0.05,3.2,,,5777645_zeroshot.jsonl
5777645,Mean waist circumference,to peer-led structured patient education,conventional care alone,continuous,,70.0,,70.0,-3.34,9.3,2.65,10.3,,,5777645_zeroshot.jsonl
5781260,adverse events,lemon verbena extract,placebo,binary,,22.0,,22.0,,,,,,,5781260_zeroshot.jsonl
5781260,Movement induced pain (VAS),lemon verbena extract,placebo,continuous,,17.0,,20.0,,,,,,,5781260_zeroshot.jsonl
5781260,Interleukin 6,lemon verbena extract,placebo,continuous,,17.0,,20.0,,,,,,,5781260_zeroshot.jsonl
5781260,Exercise-induced Creatine kinase (CK),lemon verbena extract,placebo,continuous,,17.0,,20.0,,,,,,,5781260_zeroshot.jsonl
5781260,exercise-related loss of muscle strength (MVC),lemon verbena extract,placebo,continuous,,17.0,,20.0,,,,,,,5781260_zeroshot.jsonl
5781260,Glutathione peroxidase (GPxP),lemon verbena extract,placebo,continuous,,17.0,,20.0,,,,,,,5781260_zeroshot.jsonl
5800236,Months of sick leave,Nacadia® nature-based therapy,Cognitive behavioral therapy,continuous,,,,,,,,,,,5800236_zeroshot.jsonl
5830087,objective response rate (ORR),"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,29.0,48.0,10.0,23.0,,,,,,,5830087_zeroshot.jsonl
5830087,disease control rate,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,45.0,48.0,21.0,23.0,,,,,,,5830087_zeroshot.jsonl
5830087,duration of objective response,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,29.0,,10.0,10.3,,5.6,,,,5830087_zeroshot.jsonl
5830087,progression-free survival,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,50.0,,23.0,11.6,,9.6,,,,5830087_zeroshot.jsonl
5874317,Knee extension (1-rep Max),Bilateral training,Unilateral training,continuous,,9.0,,9.0,237.2,51.0,182.4,8.4,,,5874317_zeroshot.jsonl
5874317,Knee flexion (1-rep Max),Bilateral training,Unilateral training,continuous,,9.0,,9.0,99.8,10.2,86.8,2.9,,,5874317_zeroshot.jsonl
5874317,Change of direction improvement,Bilateral training,Unilateral training,continuous,,9.0,,9.0,5.46,0.2,5.67,0.16,,,5874317_zeroshot.jsonl
5874317,Squat jump,Bilateral training,Unilateral training,continuous,,9.0,,9.0,0.37,0.04,0.34,0.04,,,5874317_zeroshot.jsonl
5874317,Horizontal countermovement jump,Bilateral training,Unilateral training,continuous,,9.0,,9.0,2.34,0.07,2.21,0.15,,,5874317_zeroshot.jsonl
5874317,Horizontal triple jump (non-dominant leg),Bilateral training,Unilateral training,continuous,,9.0,,9.0,6.29,0.31,6.35,0.34,,,5874317_zeroshot.jsonl
5884950,objective-SCORAD score,extensively hydrolyzed whey-based formula with short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,extensively hydrolyzed whey-based formula without (control) short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,continuous,,13.0,,13.0,13.0,,17.0,,,,5884950_zeroshot.jsonl
