pmcid,filename,gold_fields,pred_fields,tp,fp,fn,tn,precision,recall,f1,per_field_metrics
4511433,4511433_zeroshot.jsonl,4,12,4,8,0,4,0.3333333333333333,1.0,0.5,"{'intervention_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 2, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4550271,4550271_zeroshot.jsonl,28,24,0,12,28,8,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 0, 'fp': 6, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 0, 'fp': 6, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4574984,4574984_zeroshot.jsonl,26,22,16,0,10,22,1.0,0.6153846153846154,0.761904761904762,"{'intervention_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_events': {'tp': 3, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 3, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 2, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 2, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 2, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 2, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4675066,4675066_zeroshot.jsonl,18,18,18,0,0,6,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
4678179,4678179_zeroshot.jsonl,16,14,10,4,6,12,0.7142857142857143,0.625,0.6666666666666666,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 2, 'fp': 1, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 2, 'fp': 1, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 1, 'fp': 1, 'fn': 1, 'precision': 0.5, 'recall': 0.5, 'f1': 0.5}, 'comparator_mean': {'tp': 1, 'tn': 1, 'fp': 1, 'fn': 1, 'precision': 0.5, 'recall': 0.5, 'f1': 0.5}, 'intervention_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4709985,4709985_zeroshot.jsonl,2,0,0,0,2,6,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4830045,4830045_zeroshot.jsonl,6,8,4,2,2,8,0.6666666666666666,0.6666666666666666,0.6666666666666666,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_events': {'tp': 1, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666}, 'comparator_events': {'tp': 1, 'tn': 0, 'fp': 1, 'fn': 0, 'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666}, 'intervention_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4879328,4879328_zeroshot.jsonl,42,28,25,0,17,14,1.0,0.5952380952380952,0.7462686567164178,"{'intervention_group_size': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8571428571428571, 'f1': 0.923076923076923}, 'intervention_events': {'tp': 0, 'tn': 7, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 7, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8571428571428571, 'f1': 0.923076923076923}, 'comparator_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8571428571428571, 'f1': 0.923076923076923}, 'intervention_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 7, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 7, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4928400,4928400_zeroshot.jsonl,32,32,28,0,4,16,1.0,0.875,0.9333333333333333,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 2, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 2, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'comparator_mean': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_standard_deviation': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'comparator_standard_deviation': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}}"
4987981,4987981_zeroshot.jsonl,60,60,32,0,28,36,1.0,0.5333333333333333,0.6956521739130436,"{'intervention_group_size': {'tp': 12, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 12, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 12, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 12, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 10, 'precision': 1.0, 'recall': 0.16666666666666666, 'f1': 0.2857142857142857}, 'comparator_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
4996097,4996097_zeroshot.jsonl,12,8,8,0,4,12,1.0,0.6666666666666666,0.8,"{'intervention_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'comparator_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'intervention_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5055753,5055753_zeroshot.jsonl,22,22,18,4,4,22,0.8181818181818182,0.8181818181818182,0.8181818181818182,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'intervention_events': {'tp': 2, 'tn': 2, 'fp': 2, 'fn': 0, 'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666}, 'comparator_events': {'tp': 2, 'tn': 2, 'fp': 2, 'fn': 0, 'precision': 0.5, 'recall': 1.0, 'f1': 0.6666666666666666}, 'intervention_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_standard_deviation': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5056957,5056957_zeroshot.jsonl,36,36,20,0,16,12,1.0,0.5555555555555556,0.7142857142857143,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'comparator_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5062234,5062234_zeroshot.jsonl,14,18,14,4,0,14,0.7777777777777778,1.0,0.8750000000000001,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 1, 'tn': 1, 'fp': 2, 'fn': 0, 'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5}, 'comparator_mean': {'tp': 1, 'tn': 1, 'fp': 2, 'fn': 0, 'precision': 0.3333333333333333, 'recall': 1.0, 'f1': 0.5}, 'intervention_standard_deviation': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5079604,5079604_zeroshot.jsonl,30,26,22,0,8,34,1.0,0.7333333333333333,0.846153846153846,"{'intervention_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 2, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 2, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}, 'comparator_mean': {'tp': 1, 'tn': 3, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}, 'intervention_standard_deviation': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5086025,5086025_zeroshot.jsonl,34,34,34,0,0,14,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 5, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 5, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 5, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 5, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5122613,5122613_zeroshot.jsonl,28,28,26,0,2,12,1.0,0.9285714285714286,0.962962962962963,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5154016,5154016_zeroshot.jsonl,36,36,31,0,5,12,1.0,0.8611111111111112,0.9253731343283582,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 5, 'precision': 1.0, 'recall': 0.16666666666666666, 'f1': 0.2857142857142857}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5244530,5244530_zeroshot.jsonl,20,24,18,6,2,30,0.75,0.9,0.8181818181818182,"{'intervention_group_size': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 2, 'tn': 3, 'fp': 1, 'fn': 1, 'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1': 0.6666666666666666}, 'comparator_events': {'tp': 2, 'tn': 3, 'fp': 1, 'fn': 1, 'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1': 0.6666666666666666}, 'intervention_mean': {'tp': 0, 'tn': 6, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 6, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5268424,5268424_zeroshot.jsonl,6,6,6,0,0,2,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5325897,5325897_zeroshot.jsonl,18,18,18,0,0,6,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
